x,y,a,b,c,d,e,f,g,h,Bisymmetric factors
89,101,8,11,11,8,7,3,3,7,True
89,101,11,8,8,11,3,7,7,3,True
89,101,13,25,25,13,3,2,2,3,True
89,101,17,21,21,17,4,1,1,4,True
89,101,21,17,17,21,1,4,4,1,True
89,101,25,13,13,25,2,3,3,2,True
89,103,1,2,2,1,39,25,25,39,True
89,103,2,1,1,2,25,39,39,25,True
89,103,25,39,39,25,2,1,1,2,True
89,103,39,25,25,39,1,2,2,1,True
89,106,1,2,2,1,41,24,24,41,True
89,106,2,1,1,2,24,41,41,24,True
89,106,2,3,3,2,28,11,11,28,True
89,106,3,2,2,3,11,28,28,11,True
89,106,11,28,28,11,3,2,2,3,True
89,106,24,41,41,24,2,1,1,2,True
89,106,28,11,11,28,2,3,3,2,True
89,106,41,24,24,41,1,2,2,1,True
89,107,1,3,3,1,29,20,20,29,True
89,107,2,5,5,2,17,11,11,17,True
89,107,3,1,1,3,20,29,29,20,True
89,107,3,4,4,3,23,5,5,23,True
89,107,4,3,3,4,5,23,23,5,True
89,107,5,2,2,5,11,17,17,11,True
89,107,5,23,23,5,4,3,3,4,True
89,107,11,17,17,11,5,2,2,5,True
89,107,17,11,11,17,2,5,5,2,True
89,107,20,29,29,20,3,1,1,3,True
89,107,23,5,5,23,3,4,4,3,True
89,107,29,20,20,29,1,3,3,1,True
89,109,1,2,2,1,43,23,23,43,True
89,109,1,5,5,1,19,14,14,19,True
89,109,1,21,21,1,5,4,4,5,True
89,109,2,1,1,2,23,43,43,23,True
89,109,2,7,7,2,13,9,9,13,True
89,109,3,8,8,3,11,7,7,11,True
89,109,4,5,5,4,21,1,1,21,True
89,109,5,1,1,5,14,19,19,14,True
89,109,5,4,4,5,1,21,21,1,True
89,109,7,2,2,7,9,13,13,9,True
89,109,7,11,11,7,8,3,3,8,True
89,109,8,3,3,8,7,11,11,7,True
89,109,9,13,13,9,7,2,2,7,True
89,109,11,7,7,11,3,8,8,3,True
89,109,13,9,9,13,2,7,7,2,True
89,109,14,19,19,14,5,1,1,5,True
89,109,19,14,14,19,1,5,5,1,True
89,109,21,1,1,21,4,5,5,4,True
89,109,23,43,43,23,2,1,1,2,True
89,109,43,23,23,43,1,2,2,1,True
89,111,2,3,3,2,31,9,9,31,True
89,111,3,2,2,3,9,31,31,9,True
89,111,3,5,5,3,18,7,7,18,True
89,111,5,3,3,5,7,18,18,7,True
89,111,7,18,18,7,5,3,3,5,True
89,111,9,31,31,9,3,2,2,3,True
89,111,18,7,7,18,3,5,5,3,True
89,111,31,9,9,31,2,3,3,2,True
89,112,1,2,2,1,45,22,22,45,True
89,112,2,1,1,2,22,45,45,22,True
89,112,22,45,45,22,2,1,1,2,True
89,112,45,22,22,45,1,2,2,1,True
89,114,1,6,6,1,17,12,12,17,True
89,114,2,27,27,2,4,3,3,4,True
89,114,3,4,4,3,27,2,2,27,True
89,114,4,3,3,4,2,27,27,2,True
89,114,6,1,1,6,12,17,17,12,True
89,114,12,17,17,12,6,1,1,6,True
89,114,17,12,12,17,1,6,6,1,True
89,114,27,2,2,27,3,4,4,3,True
89,115,1,2,2,1,47,21,21,47,True
89,115,1,3,3,1,32,19,19,32,True
89,115,2,1,1,2,21,47,47,21,True
89,115,2,15,15,2,7,5,5,7,True
89,115,3,1,1,3,19,32,32,19,True
89,115,5,7,7,5,15,2,2,15,True
89,115,7,5,5,7,2,15,15,2,True
89,115,15,2,2,15,5,7,7,5,True
89,115,19,32,32,19,3,1,1,3,True
89,115,21,47,47,21,2,1,1,2,True
89,115,32,19,19,32,1,3,3,1,True
89,115,47,21,21,47,1,2,2,1,True
89,116,1,4,4,1,25,16,16,25,True
89,116,2,3,3,2,34,7,7,34,True
89,116,3,2,2,3,7,34,34,7,True
89,116,4,1,1,4,16,25,25,16,True
89,116,7,34,34,7,3,2,2,3,True
89,116,16,25,25,16,4,1,1,4,True
89,116,25,16,16,25,1,4,4,1,True
89,116,34,7,7,34,2,3,3,2,True
89,118,1,2,2,1,49,20,20,49,True
89,118,2,1,1,2,20,49,49,20,True
89,118,20,49,49,20,2,1,1,2,True
89,118,49,20,20,49,1,2,2,1,True
89,119,3,13,13,3,8,5,5,8,True
89,119,4,9,9,4,11,5,5,11,True
89,119,5,8,8,5,13,3,3,13,True
89,119,5,11,11,5,9,4,4,9,True
89,119,8,5,5,8,3,13,13,3,True
89,119,9,4,4,9,5,11,11,5,True
89,119,11,5,5,11,4,9,9,4,True
89,119,13,3,3,13,5,8,8,5,True
89,121,1,2,2,1,51,19,19,51,True
89,121,2,1,1,2,19,51,51,19,True
89,121,2,3,3,2,37,5,5,37,True
89,121,3,2,2,3,5,37,37,5,True
89,121,5,37,37,5,3,2,2,3,True
89,121,19,51,51,19,2,1,1,2,True
89,121,37,5,5,37,2,3,3,2,True
89,121,51,19,19,51,1,2,2,1,True
89,123,1,3,3,1,35,18,18,35,True
89,123,3,1,1,3,18,35,35,18,True
89,123,18,35,35,18,3,1,1,3,True
89,123,35,18,18,35,1,3,3,1,True
89,124,1,2,2,1,53,18,18,53,True
89,124,2,1,1,2,18,53,53,18,True
89,124,18,53,53,18,2,1,1,2,True
89,124,53,18,18,53,1,2,2,1,True
89,126,2,3,3,2,40,3,3,40,True
89,126,3,2,2,3,3,40,40,3,True
89,126,3,40,40,3,3,2,2,3,True
89,126,40,3,3,40,2,3,3,2,True
89,127,1,2,2,1,55,17,17,55,True
89,127,2,1,1,2,17,55,55,17,True
89,127,3,5,5,3,23,4,4,23,True
89,127,4,23,23,4,5,3,3,5,True
89,127,5,3,3,5,4,23,23,4,True
89,127,17,55,55,17,2,1,1,2,True
89,127,23,4,4,23,3,5,5,3,True
89,127,55,17,17,55,1,2,2,1,True
89,128,2,5,5,2,22,9,9,22,True
89,128,5,2,2,5,9,22,22,9,True
89,128,9,22,22,9,5,2,2,5,True
89,128,22,9,9,22,2,5,5,2,True
89,130,1,2,2,1,57,16,16,57,True
89,130,2,1,1,2,16,57,57,16,True
89,130,16,57,57,16,2,1,1,2,True
89,130,57,16,16,57,1,2,2,1,True
89,131,1,3,3,1,38,17,17,38,True
89,131,1,4,4,1,29,15,15,29,True
89,131,1,43,43,1,3,2,2,3,True
89,131,2,3,3,2,43,1,1,43,True
89,131,2,9,9,2,13,7,7,13,True
89,131,3,1,1,3,17,38,38,17,True
89,131,3,2,2,3,1,43,43,1,True
89,131,3,17,17,3,7,4,4,7,True
89,131,4,1,1,4,15,29,29,15,True
89,131,4,7,7,4,17,3,3,17,True
89,131,7,4,4,7,3,17,17,3,True
89,131,7,13,13,7,9,2,2,9,True
89,131,9,2,2,9,7,13,13,7,True
89,131,13,7,7,13,2,9,9,2,True
89,131,15,29,29,15,4,1,1,4,True
89,131,17,3,3,17,4,7,7,4,True
89,131,17,38,38,17,3,1,1,3,True
89,131,29,15,15,29,1,4,4,1,True
89,131,38,17,17,38,1,3,3,1,True
89,131,43,1,1,43,2,3,3,2,True
89,133,1,2,2,1,59,15,15,59,True
89,133,1,5,5,1,24,13,13,24,True
89,133,2,1,1,2,15,59,59,15,True
89,133,5,1,1,5,13,24,24,13,True
89,133,13,24,24,13,5,1,1,5,True
89,133,15,59,59,15,2,1,1,2,True
89,133,24,13,13,24,1,5,5,1,True
89,133,59,15,15,59,1,2,2,1,True
89,136,1,2,2,1,61,14,14,61,True
89,136,2,1,1,2,14,61,61,14,True
89,136,14,61,61,14,2,1,1,2,True
89,136,61,14,14,61,1,2,2,1,True
89,139,1,2,2,1,63,13,13,63,True
89,139,1,3,3,1,41,16,16,41,True
89,139,1,11,11,1,12,7,7,12,True
89,139,2,1,1,2,13,63,63,13,True
89,139,3,1,1,3,16,41,41,16,True
89,139,7,12,12,7,11,1,1,11,True
89,139,11,1,1,11,7,12,12,7,True
89,139,12,7,7,12,1,11,11,1,True
89,139,13,63,63,13,2,1,1,2,True
89,139,16,41,41,16,3,1,1,3,True
89,139,41,16,16,41,1,3,3,1,True
89,139,63,13,13,63,1,2,2,1,True
89,141,3,7,7,3,18,5,5,18,True
89,141,5,18,18,5,7,3,3,7,True
89,141,7,3,3,7,5,18,18,5,True
89,141,18,5,5,18,3,7,7,3,True
89,142,1,2,2,1,65,12,12,65,True
89,142,2,1,1,2,12,65,65,12,True
89,142,12,65,65,12,2,1,1,2,True
89,142,65,12,12,65,1,2,2,1,True
89,143,1,7,7,1,19,10,10,19,True
89,143,1,28,28,1,5,3,3,5,True
89,143,3,5,5,3,28,1,1,28,True
89,143,5,3,3,5,1,28,28,1,True
89,143,7,1,1,7,10,19,19,10,True
89,143,10,19,19,10,7,1,1,7,True
89,143,19,10,10,19,1,7,7,1,True
89,143,28,1,1,28,3,5,5,3,True
89,145,1,2,2,1,67,11,11,67,True
89,145,1,8,8,1,17,9,9,17,True
89,145,2,1,1,2,11,67,67,11,True
89,145,3,10,10,3,13,5,5,13,True
89,145,5,13,13,5,10,3,3,10,True
89,145,8,1,1,8,9,17,17,9,True
89,145,9,17,17,9,8,1,1,8,True
89,145,10,3,3,10,5,13,13,5,True
89,145,11,67,67,11,2,1,1,2,True
89,145,13,5,5,13,3,10,10,3,True
89,145,17,9,9,17,1,8,8,1,True
89,145,67,11,11,67,1,2,2,1,True
89,146,1,4,4,1,33,14,14,33,True
89,146,4,1,1,4,14,33,33,14,True
89,146,14,33,33,14,4,1,1,4,True
89,146,33,14,14,33,1,4,4,1,True
89,147,1,3,3,1,44,15,15,44,True
89,147,3,1,1,3,15,44,44,15,True
89,147,15,44,44,15,3,1,1,3,True
89,147,44,15,15,44,1,3,3,1,True
89,148,1,2,2,1,69,10,10,69,True
89,148,2,1,1,2,10,69,69,10,True
89,148,10,69,69,10,2,1,1,2,True
89,148,69,10,10,69,1,2,2,1,True
89,149,1,6,6,1,23,11,11,23,True
89,149,1,13,13,1,11,6,6,11,True
89,149,1,16,16,1,9,5,5,9,True
89,149,2,5,5,2,27,7,7,27,True
89,149,5,2,2,5,7,27,27,7,True
89,149,5,9,9,5,16,1,1,16,True
89,149,6,1,1,6,11,23,23,11,True
89,149,6,11,11,6,13,1,1,13,True
89,149,7,27,27,7,5,2,2,5,True
89,149,9,5,5,9,1,16,16,1,True
89,149,11,6,6,11,1,13,13,1,True
89,149,11,23,23,11,6,1,1,6,True
89,149,13,1,1,13,6,11,11,6,True
89,149,16,1,1,16,5,9,9,5,True
89,149,23,11,11,23,1,6,6,1,True
89,149,27,7,7,27,2,5,5,2,True
89,151,1,2,2,1,71,9,9,71,True
89,151,2,1,1,2,9,71,71,9,True
89,151,9,71,71,9,2,1,1,2,True
89,151,71,9,9,71,1,2,2,1,True
89,154,1,2,2,1,73,8,8,73,True
89,154,2,1,1,2,8,73,73,8,True
89,154,2,7,7,2,20,7,7,20,True
89,154,7,2,2,7,7,20,20,7,True
89,154,7,20,20,7,7,2,2,7,True
89,154,8,73,73,8,2,1,1,2,True
89,154,20,7,7,20,2,7,7,2,True
89,154,73,8,8,73,1,2,2,1,True
89,155,1,3,3,1,47,14,14,47,True
89,155,3,1,1,3,14,47,47,14,True
89,155,14,47,47,14,3,1,1,3,True
89,155,47,14,14,47,1,3,3,1,True
89,157,1,2,2,1,75,7,7,75,True
89,157,1,5,5,1,29,12,12,29,True
89,157,2,1,1,2,7,75,75,7,True
89,157,5,1,1,5,12,29,29,12,True
89,157,7,75,75,7,2,1,1,2,True
89,157,12,29,29,12,5,1,1,5,True
89,157,29,12,12,29,1,5,5,1,True
89,157,75,7,7,75,1,2,2,1,True
89,160,1,2,2,1,77,6,6,77,True
89,160,2,1,1,2,6,77,77,6,True
89,160,6,77,77,6,2,1,1,2,True
89,160,77,6,6,77,1,2,2,1,True
89,161,1,4,4,1,37,13,13,37,True
89,161,1,9,9,1,17,8,8,17,True
89,161,4,1,1,4,13,37,37,13,True
89,161,8,17,17,8,9,1,1,9,True
89,161,9,1,1,9,8,17,17,8,True
89,161,13,37,37,13,4,1,1,4,True
89,161,17,8,8,17,1,9,9,1,True
89,161,37,13,13,37,1,4,4,1,True
89,163,1,2,2,1,79,5,5,79,True
89,163,1,3,3,1,50,13,13,50,True
89,163,2,1,1,2,5,79,79,5,True
89,163,3,1,1,3,13,50,50,13,True
89,163,5,79,79,5,2,1,1,2,True
89,163,13,50,50,13,3,1,1,3,True
89,163,50,13,13,50,1,3,3,1,True
89,163,79,5,5,79,1,2,2,1,True
89,164,3,8,8,3,19,4,4,19,True
89,164,4,19,19,4,8,3,3,8,True
89,164,8,3,3,8,4,19,19,4,True
89,164,19,4,4,19,3,8,8,3,True
89,166,1,2,2,1,81,4,4,81,True
89,166,2,1,1,2,4,81,81,4,True
89,166,2,13,13,2,12,5,5,12,True
89,166,3,14,14,3,11,4,4,11,True
89,166,4,11,11,4,14,3,3,14,True
89,166,4,81,81,4,2,1,1,2,True
89,166,5,12,12,5,13,2,2,13,True
89,166,11,4,4,11,3,14,14,3,True
89,166,12,5,5,12,2,13,13,2,True
89,166,13,2,2,13,5,12,12,5,True
89,166,14,3,3,14,4,11,11,4,True
89,166,81,4,4,81,1,2,2,1,True
89,169,1,2,2,1,83,3,3,83,True
89,169,2,1,1,2,3,83,83,3,True
89,169,3,83,83,3,2,1,1,2,True
89,169,83,3,3,83,1,2,2,1,True
89,170,2,5,5,2,32,5,5,32,True
89,170,5,2,2,5,5,32,32,5,True
89,170,5,32,32,5,5,2,2,5,True
89,170,32,5,5,32,2,5,5,2,True
89,171,1,3,3,1,53,12,12,53,True
89,171,3,1,1,3,12,53,53,12,True
89,171,12,53,53,12,3,1,1,3,True
89,171,53,12,12,53,1,3,3,1,True
89,172,1,2,2,1,85,2,2,85,True
89,172,2,1,1,2,2,85,85,2,True
89,172,2,85,85,2,2,1,1,2,True
89,172,85,2,2,85,1,2,2,1,True
89,175,1,2,2,1,87,1,1,87,True
89,175,1,87,87,1,2,1,1,2,True
89,175,2,1,1,2,1,87,87,1,True
89,175,87,1,1,87,1,2,2,1,True
89,176,1,4,4,1,41,12,12,41,True
89,176,4,1,1,4,12,41,41,12,True
89,176,12,41,41,12,4,1,1,4,True
89,176,41,12,12,41,1,4,4,1,True
89,177,3,11,11,3,15,4,4,15,True
89,177,4,15,15,4,11,3,3,11,True
89,177,11,3,3,11,4,15,15,4,True
89,177,15,4,4,15,3,11,11,3,True
89,179,1,3,3,1,56,11,11,56,True
89,179,3,1,1,3,11,56,56,11,True
89,179,11,56,56,11,3,1,1,3,True
89,179,56,11,11,56,1,3,3,1,True
89,181,1,5,5,1,34,11,11,34,True
89,181,2,25,25,2,7,3,3,7,True
89,181,3,7,7,3,25,2,2,25,True
89,181,5,1,1,5,11,34,34,11,True
89,181,7,3,3,7,2,25,25,2,True
89,181,11,34,34,11,5,1,1,5,True
89,181,25,2,2,25,3,7,7,3,True
89,181,34,11,11,34,1,5,5,1,True
89,184,1,6,6,1,29,10,10,29,True
89,184,1,20,20,1,9,4,4,9,True
89,184,4,9,9,4,20,1,1,20,True
89,184,6,1,1,6,10,29,29,10,True
89,184,9,4,4,9,1,20,20,1,True
89,184,10,29,29,10,6,1,1,6,True
89,184,20,1,1,20,4,9,9,4,True
89,184,29,10,10,29,1,6,6,1,True
89,187,1,3,3,1,59,10,10,59,True
89,187,3,1,1,3,10,59,59,10,True
89,187,10,59,59,10,3,1,1,3,True
89,187,59,10,10,59,1,3,3,1,True
89,191,1,4,4,1,45,11,11,45,True
89,191,1,7,7,1,26,9,9,26,True
89,191,2,5,5,2,37,3,3,37,True
89,191,3,37,37,3,5,2,2,5,True
89,191,4,1,1,4,11,45,45,11,True
89,191,5,2,2,5,3,37,37,3,True
89,191,7,1,1,7,9,26,26,9,True
89,191,9,26,26,9,7,1,1,7,True
89,191,11,45,45,11,4,1,1,4,True
89,191,26,9,9,26,1,7,7,1,True
89,191,37,3,3,37,2,5,5,2,True
89,191,45,11,11,45,1,4,4,1,True
89,195,1,3,3,1,62,9,9,62,True
89,195,3,1,1,3,9,62,62,9,True
89,195,9,62,62,9,3,1,1,3,True
89,195,62,9,9,62,1,3,3,1,True
89,197,1,10,10,1,19,7,7,19,True
89,197,2,11,11,2,17,5,5,17,True
89,197,5,17,17,5,11,2,2,11,True
89,197,7,19,19,7,10,1,1,10,True
89,197,10,1,1,10,7,19,19,7,True
89,197,11,2,2,11,5,17,17,5,True
89,197,17,5,5,17,2,11,11,2,True
89,197,19,7,7,19,1,10,10,1,True
89,199,2,7,7,2,27,5,5,27,True
89,199,5,27,27,5,7,2,2,7,True
89,199,7,2,2,7,5,27,27,5,True
89,199,27,5,5,27,2,7,7,2,True
89,203,1,3,3,1,65,8,8,65,True
89,203,3,1,1,3,8,65,65,8,True
89,203,8,65,65,8,3,1,1,3,True
89,203,65,8,8,65,1,3,3,1,True
89,205,1,5,5,1,39,10,10,39,True
89,205,5,1,1,5,10,39,39,10,True
89,205,10,39,39,10,5,1,1,5,True
89,205,39,10,10,39,1,5,5,1,True
89,206,1,4,4,1,49,10,10,49,True
89,206,4,1,1,4,10,49,49,10,True
89,206,10,49,49,10,4,1,1,4,True
89,206,49,10,10,49,1,4,4,1,True
89,208,1,8,8,1,25,8,8,25,True
89,208,2,9,9,2,22,5,5,22,True
89,208,5,22,22,5,9,2,2,9,True
89,208,8,1,1,8,8,25,25,8,True
89,208,8,25,25,8,8,1,1,8,True
89,208,9,2,2,9,5,22,22,5,True
89,208,22,5,5,22,2,9,9,2,True
89,208,25,8,8,25,1,8,8,1,True
89,210,1,12,12,1,17,6,6,17,True
89,210,6,17,17,6,12,1,1,12,True
89,210,12,1,1,12,6,17,17,6,True
89,210,17,6,6,17,1,12,12,1,True
89,211,1,3,3,1,68,7,7,68,True
89,211,3,1,1,3,7,68,68,7,True
89,211,7,68,68,7,3,1,1,3,True
89,211,68,7,7,68,1,3,3,1,True
89,212,1,42,42,1,5,2,2,5,True
89,212,2,5,5,2,42,1,1,42,True
89,212,5,2,2,5,1,42,42,1,True
89,212,42,1,1,42,2,5,5,2,True
89,215,1,15,15,1,14,5,5,14,True
89,215,5,14,14,5,15,1,1,15,True
89,215,14,5,5,14,1,15,15,1,True
89,215,15,1,1,15,5,14,14,5,True
89,219,1,3,3,1,71,6,6,71,True
89,219,1,6,6,1,35,9,9,35,True
89,219,1,27,27,1,8,3,3,8,True
89,219,3,1,1,3,6,71,71,6,True
89,219,3,8,8,3,27,1,1,27,True
89,219,6,1,1,6,9,35,35,9,True
89,219,6,71,71,6,3,1,1,3,True
89,219,8,3,3,8,1,27,27,1,True
89,219,9,35,35,9,6,1,1,6,True
89,219,27,1,1,27,3,8,8,3,True
89,219,35,9,9,35,1,6,6,1,True
89,219,71,6,6,71,1,3,3,1,True
89,221,1,4,4,1,53,9,9,53,True
89,221,4,1,1,4,9,53,53,9,True
89,221,9,53,53,9,4,1,1,4,True
89,221,53,9,9,53,1,4,4,1,True
89,227,1,3,3,1,74,5,5,74,True
89,227,3,1,1,3,5,74,74,5,True
89,227,5,74,74,5,3,1,1,3,True
89,227,74,5,5,74,1,3,3,1,True
89,229,1,5,5,1,44,9,9,44,True
89,229,5,1,1,5,9,44,44,9,True
89,229,9,44,44,9,5,1,1,5,True
89,229,44,9,9,44,1,5,5,1,True
89,235,1,3,3,1,77,4,4,77,True
89,235,3,1,1,3,4,77,77,4,True
89,235,4,77,77,4,3,1,1,3,True
89,235,77,4,4,77,1,3,3,1,True
89,236,1,4,4,1,57,8,8,57,True
89,236,2,23,23,2,10,3,3,10,True
89,236,3,10,10,3,23,2,2,23,True
89,236,4,1,1,4,8,57,57,8,True
89,236,8,57,57,8,4,1,1,4,True
89,236,10,3,3,10,2,23,23,2,True
89,236,23,2,2,23,3,10,10,3,True
89,236,57,8,8,57,1,4,4,1,True
89,239,1,7,7,1,33,8,8,33,True
89,239,7,1,1,7,8,33,33,8,True
89,239,8,33,33,8,7,1,1,7,True
89,239,33,8,8,33,1,7,7,1,True
89,241,1,9,9,1,26,7,7,26,True
89,241,7,26,26,7,9,1,1,9,True
89,241,9,1,1,9,7,26,26,7,True
89,241,26,7,7,26,1,9,9,1,True
89,243,1,3,3,1,80,3,3,80,True
89,243,3,1,1,3,3,80,80,3,True
89,243,3,80,80,3,3,1,1,3,True
89,243,80,3,3,80,1,3,3,1,True
89,244,2,7,7,2,34,3,3,34,True
89,244,3,34,34,3,7,2,2,7,True
89,244,7,2,2,7,3,34,34,3,True
89,244,34,3,3,34,2,7,7,2,True
89,251,1,3,3,1,83,2,2,83,True
89,251,1,4,4,1,61,7,7,61,True
89,251,1,19,19,1,13,4,4,13,True
89,251,2,83,83,2,3,1,1,3,True
89,251,3,1,1,3,2,83,83,2,True
89,251,4,1,1,4,7,61,61,7,True
89,251,4,13,13,4,19,1,1,19,True
89,251,7,61,61,7,4,1,1,4,True
89,251,13,4,4,13,1,19,19,1,True
89,251,19,1,1,19,4,13,13,4,True
89,251,61,7,7,61,1,4,4,1,True
89,251,83,2,2,83,1,3,3,1,True
89,253,1,5,5,1,49,8,8,49,True
89,253,5,1,1,5,8,49,49,8,True
89,253,8,49,49,8,5,1,1,5,True
89,253,49,8,8,49,1,5,5,1,True
89,254,1,6,6,1,41,8,8,41,True
89,254,6,1,1,6,8,41,41,8,True
89,254,8,41,41,8,6,1,1,6,True
89,254,41,8,8,41,1,6,6,1,True
89,259,1,3,3,1,86,1,1,86,True
89,259,1,11,11,1,23,6,6,23,True
89,259,1,86,86,1,3,1,1,3,True
89,259,3,1,1,3,1,86,86,1,True
89,259,6,23,23,6,11,1,1,11,True
89,259,11,1,1,11,6,23,23,6,True
89,259,23,6,6,23,1,11,11,1,True
89,259,86,1,1,86,1,3,3,1,True
89,266,1,4,4,1,65,6,6,65,True
89,266,4,1,1,4,6,65,65,6,True
89,266,6,65,65,6,4,1,1,4,True
89,266,65,6,6,65,1,4,4,1,True
89,271,1,8,8,1,33,7,7,33,True
89,271,1,14,14,1,19,5,5,19,True
89,271,5,19,19,5,14,1,1,14,True
89,271,7,33,33,7,8,1,1,8,True
89,271,8,1,1,8,7,33,33,7,True
89,271,14,1,1,14,5,19,19,5,True
89,271,19,5,5,19,1,14,14,1,True
89,271,33,7,7,33,1,8,8,1,True
89,277,1,5,5,1,54,7,7,54,True
89,277,5,1,1,5,7,54,54,7,True
89,277,7,54,54,7,5,1,1,5,True
89,277,54,7,7,54,1,5,5,1,True
89,279,2,21,21,2,13,3,3,13,True
89,279,3,13,13,3,21,2,2,21,True
89,279,13,3,3,13,2,21,21,2,True
89,279,21,2,2,21,3,13,13,3,True
89,281,1,4,4,1,69,5,5,69,True
89,281,4,1,1,4,5,69,69,5,True
89,281,5,69,69,5,4,1,1,4,True
89,281,69,5,5,69,1,4,4,1,True
89,285,2,9,9,2,31,3,3,31,True
89,285,3,31,31,3,9,2,2,9,True
89,285,9,2,2,9,3,31,31,3,True
89,285,31,3,3,31,2,9,9,2,True
89,287,1,7,7,1,40,7,7,40,True
89,287,7,1,1,7,7,40,40,7,True
89,287,7,40,40,7,7,1,1,7,True
89,287,40,7,7,40,1,7,7,1,True
89,289,1,6,6,1,47,7,7,47,True
89,289,1,26,26,1,11,3,3,11,True
89,289,1,41,41,1,7,2,2,7,True
89,289,2,7,7,2,41,1,1,41,True
89,289,3,11,11,3,26,1,1,26,True
89,289,6,1,1,6,7,47,47,7,True
89,289,7,2,2,7,1,41,41,1,True
89,289,7,47,47,7,6,1,1,6,True
89,289,11,3,3,11,1,26,26,1,True
89,289,26,1,1,26,3,11,11,3,True
89,289,41,1,1,41,2,7,7,2,True
89,289,47,7,7,47,1,6,6,1,True
89,296,1,4,4,1,73,4,4,73,True
89,296,1,10,10,1,29,6,6,29,True
89,296,4,1,1,4,4,73,73,4,True
89,296,4,73,73,4,4,1,1,4,True
89,296,6,29,29,6,10,1,1,10,True
89,296,10,1,1,10,6,29,29,6,True
89,296,29,6,6,29,1,10,10,1,True
89,296,73,4,4,73,1,4,4,1,True
89,301,1,5,5,1,59,6,6,59,True
89,301,5,1,1,5,6,59,59,6,True
89,301,6,59,59,6,5,1,1,5,True
89,301,59,6,6,59,1,5,5,1,True
89,310,1,18,18,1,17,4,4,17,True
89,310,2,19,19,2,16,3,3,16,True
89,310,3,16,16,3,19,2,2,19,True
89,310,4,17,17,4,18,1,1,18,True
89,310,16,3,3,16,2,19,19,2,True
89,310,17,4,4,17,1,18,18,1,True
89,310,18,1,1,18,4,17,17,4,True
89,310,19,2,2,19,3,16,16,3,True
89,311,1,4,4,1,77,3,3,77,True
89,311,3,77,77,3,4,1,1,4,True
89,311,4,1,1,4,3,77,77,3,True
89,311,77,3,3,77,1,4,4,1,True
89,314,2,11,11,2,28,3,3,28,True
89,314,3,28,28,3,11,2,2,11,True
89,314,11,2,2,11,3,28,28,3,True
89,314,28,3,3,28,2,11,11,2,True
89,317,1,13,13,1,24,5,5,24,True
89,317,5,24,24,5,13,1,1,13,True
89,317,13,1,1,13,5,24,24,5,True
89,317,24,5,5,24,1,13,13,1,True
89,321,1,9,9,1,35,6,6,35,True
89,321,6,35,35,6,9,1,1,9,True
89,321,9,1,1,9,6,35,35,6,True
89,321,35,6,6,35,1,9,9,1,True
89,324,1,6,6,1,53,6,6,53,True
89,324,6,1,1,6,6,53,53,6,True
89,324,6,53,53,6,6,1,1,6,True
89,324,53,6,6,53,1,6,6,1,True
89,325,1,5,5,1,64,5,5,64,True
89,325,5,1,1,5,5,64,64,5,True
89,325,5,64,64,5,5,1,1,5,True
89,325,64,5,5,64,1,5,5,1,True
89,326,1,4,4,1,81,2,2,81,True
89,326,2,81,81,2,4,1,1,4,True
89,326,4,1,1,4,2,81,81,2,True
89,326,81,2,2,81,1,4,4,1,True
89,329,2,17,17,2,19,3,3,19,True
89,329,3,19,19,3,17,2,2,17,True
89,329,17,2,2,17,3,19,19,3,True
89,329,19,3,3,19,2,17,17,2,True
89,331,2,13,13,2,25,3,3,25,True
89,331,3,25,25,3,13,2,2,13,True
89,331,13,2,2,13,3,25,25,3,True
89,331,25,3,3,25,2,13,13,2,True
89,334,1,8,8,1,41,6,6,41,True
89,334,6,41,41,6,8,1,1,8,True
89,334,8,1,1,8,6,41,41,6,True
89,334,41,6,6,41,1,8,8,1,True
89,335,1,7,7,1,47,6,6,47,True
89,335,6,47,47,6,7,1,1,7,True
89,335,7,1,1,7,6,47,47,6,True
89,335,47,6,6,47,1,7,7,1,True
89,336,2,15,15,2,22,3,3,22,True
89,336,3,22,22,3,15,2,2,15,True
89,336,15,2,2,15,3,22,22,3,True
89,336,22,3,3,22,2,15,15,2,True
89,341,1,4,4,1,85,1,1,85,True
89,341,1,85,85,1,4,1,1,4,True
89,341,4,1,1,4,1,85,85,1,True
89,341,85,1,1,85,1,4,4,1,True
89,349,1,5,5,1,69,4,4,69,True
89,349,4,69,69,4,5,1,1,5,True
89,349,5,1,1,5,4,69,69,4,True
89,349,69,4,4,69,1,5,5,1,True
89,353,1,12,12,1,29,5,5,29,True
89,353,1,25,25,1,14,3,3,14,True
89,353,3,14,14,3,25,1,1,25,True
89,353,5,29,29,5,12,1,1,12,True
89,353,12,1,1,12,5,29,29,5,True
89,353,14,3,3,14,1,25,25,1,True
89,353,25,1,1,25,3,14,14,3,True
89,353,29,5,5,29,1,12,12,1,True
89,359,1,6,6,1,59,5,5,59,True
89,359,5,59,59,5,6,1,1,6,True
89,359,6,1,1,6,5,59,59,5,True
89,359,59,5,5,59,1,6,6,1,True
89,361,1,17,17,1,21,4,4,21,True
89,361,4,21,21,4,17,1,1,17,True
89,361,17,1,1,17,4,21,21,4,True
89,361,21,4,4,21,1,17,17,1,True
89,362,1,40,40,1,9,2,2,9,True
89,362,2,9,9,2,40,1,1,40,True
89,362,9,2,2,9,1,40,40,1,True
89,362,40,1,1,40,2,9,9,2,True
89,373,1,5,5,1,74,3,3,74,True
